순번,판례ID,제목,법원,사건유형,판결유형,선고일자
2097,219551,전자금융거래법위반,대법원,대법원,형사,2021.12.30
2098,219553,전자금융거래법위반,대법원,대법원,형사,2021.12.30
2099,219805,전자금융거래법위반[피고인이 성명불상자가 교부하는 위임장 등 서류를 이용하여 법인의 대리인으로서 법인 명의 계좌를 개설한 후 수수료를 받고 접근매체를 성명불상자에게 건네준 사건],대법원,대법원,형사,2021.12.30
2100,219803,점유회복등·전세권말소등기,대법원,대법원,민사,2021.12.30
2101,219855,정산금청구의소[주택조합의 채권자가 주택조합을 대위하여 조합원에 대하여 분담금을 청구한 사건],대법원,대법원,민사,2021.12.30
2102,219859,직권남용권리행사방해·공무상비밀누설,대법원,대법원,형사,2021.12.30
2103,231507,채무부존재확인,대법원,대법원,민사,2021.12.30
2104,231511,채무부존재확인,대법원,대법원,민사,2021.12.30
2105,219779,채무부존재확인,대법원,대법원,민사,2021.12.30
2106,219811,청구이의,대법원,대법원,민사,2021.12.30
2107,231525,친생자관계존재확인,대법원,대법원,가사,2021.12.30
2108,231603,폐기물처리사업계획서부적합통보취소,대법원,대법원,일반행정,2021.12.30
2109,231509,해고무효확인,대법원,대법원,민사,2021.12.30
2110,231513,회원제명결의무효확인,대법원,대법원,민사,2021.12.30
2111,219707,미성년자입양허가[조부모가 미성년 손자녀의 입양허가를 청구하는 사건],대법원,대법원,가사,2021.12.23
2112,219711,집행판결,대법원,대법원,민사,2021.12.23
2113,230709,건물인도,대법원,대법원,민사,2021.12.16
2114,231607,국가보안법위반(이적단체의구성등)·국가보안법위반(찬양·고무등)·집회및시위에관한법률위반,대법원,대법원,형사,2021.12.16
2115,230725,권리범위확인(상),대법원,대법원,특허,2021.12.16
2116,219835,면접교섭,대법원,대법원,가사,2021.12.16
2117,219781,배당이의,대법원,대법원,민사,2021.12.16
2118,219825,배당이의,대법원,대법원,민사,2021.12.16
2119,230711,배당이의,대법원,대법원,민사,2021.12.16
2120,231605,배임수재·배임증재·범죄수익은닉의규제및처벌등에관한법률위반·대부업등의등록및금융이용자보호에관한법률위반·자본시장과금융투자업에관한법률위반·조세범처벌법위반·업무상배임,대법원,대법원,형사,2021.12.16
2121,222741,보훈급여지급정지처분등무효확인,대법원,대법원,일반행정,2021.12.16
2122,219787,부당이득금,대법원,대법원,민사,2021.12.16
2123,219819,사기,대법원,대법원,형사,2021.12.16
2124,222671,사용료,대법원,대법원,민사,2021.12.16
2125,222655,임금,대법원,대법원,민사,2021.12.16
2126,230707,임금,대법원,대법원,민사,2021.12.16
2127,219851,징계처분취소,대법원,대법원,일반행정,2021.12.16
2128,230703,채무부존재확인,대법원,대법원,민사,2021.12.16
2129,219775,특정경제범죄가중처벌등에관한법률위반(횡령)[인정된죄명:특정경제범죄가중처벌등에관한법률위반(배임)][피고인이 알 수 없는 경위로 피해자의 비트코인을 자신의 계정으로 이체 받은 후 자신의 다른 계정으로 이체한 사건],대법원,대법원,형사,2021.12.16
2130,230719,건물등철거,대법원,대법원,민사,2021.12.10
2131,230705,대여금,대법원,대법원,민사,2021.12.10
2132,230723,등록무효(특),대법원,대법원,특허,2021.12.10
2133,230727,등록무효(특),대법원,대법원,특허,2021.12.10
2134,219789,보조참가신청각하결정에대한재항고,대법원,대법원,민사,2021.12.10
2135,230715,보증금반환등,대법원,대법원,민사,2021.12.10
2136,230713,소유권이전등기,대법원,대법원,민사,2021.12.10
2137,230721,손해배상(기),대법원,대법원,민사,2021.12.10
2138,230717,용역대금등·부당이득금,대법원,대법원,민사,2021.12.10
2139,222667,자동차운전면허취소처분취소,대법원,대법원,일반행정,2021.12.10
2140,219827,혼인의무효·이혼,대법원,대법원,가사,2021.12.10
2141,219841,강요[피고인이 피해자 주택 대문 바로 앞에 차량을 주차하여 피해자가 차량을 주차장에 출입할 수 없도록 한 것이 강요죄의 폭행에 해당하는지 문제된 사건],대법원,대법원,형사,2021.11.25
2142,228505,건축법위반건축물에대한시정명령취소청구의소,대법원,대법원,일반행정,2021.11.25
2143,219823,공무상비밀누설,대법원,대법원,형사,2021.11.25
2144,228525,공제금등청구의소,대법원,대법원,민사,2021.11.25
2145,228495,근로기준법위반,대법원,대법원,형사,2021.11.25
2146,219869,대부업등의등록및금융이용자보호에관한법률위반·조세범처벌법위반,대법원,대법원,형사,2021.11.25
2147,228515,대위에의한담보취소,대법원,대법원,민사,2021.11.25
2148,219845,독점판매권침해금지등,대법원,대법원,민사,2021.11.25
2149,219829,물품대금,대법원,대법원,민사,2021.11.25
2150,228501,변상금부과처분취소,대법원,대법원,일반행정,2021.11.25
2151,219863,부당이득금,대법원,대법원,민사,2021.11.25
2152,228509,부당이득금,대법원,대법원,민사,2021.11.25
2153,222665,부당이득금,대법원,대법원,민사,2021.11.25
2154,228517,부당이득반환,대법원,대법원,민사,2021.11.25
2155,219853,부당해고및부당노동행위구제재심판정취소의소,대법원,대법원,일반행정,2021.11.25
2156,228513,사업자명의변경등,대법원,대법원,민사,2021.11.25
2157,219865,사전처분,대법원,대법원,가사,2021.11.25
2158,219765,사해행위취소,대법원,대법원,민사,2021.11.25
2159,219847,새마을금고법위반·업무상배임·특정경제범죄가중처벌등에관한법률위반(배임)(인정된죄명:업무상배임)[업무상배임죄에서 재산상 이익과 손해의 관계가 문제된 사안],대법원,대법원,형사,2021.11.25
2160,228499,성과이윤제한처분취소,대법원,대법원,일반행정,2021.11.25
2161,228497,성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영),대법원,대법원,형사,2021.11.25
2162,228527,소유권말소등기,대법원,대법원,민사,2021.11.25
2163,228523,손해배상(국),대법원,대법원,민사,2021.11.25
2164,228521,손해배상(기),대법원,대법원,민사,2021.11.25
2165,219769,손해배상(기),대법원,대법원,민사,2021.11.25
2166,219767,손해배상(기)[권리금 회수기회 보호의무의 예외 조항인 ‘상가건물을 1년 6개월 이상 영리목적으로 사용하지 아니한 경우’의 의미가 문제된 사건],대법원,대법원,민사,2021.11.25
2167,228519,손해배상(기)·손해배상(기)청구의소,대법원,대법원,민사,2021.11.25
2168,219833,수입통관보류처분취소,대법원,대법원,세무,2021.11.25
2169,228507,수입통관보류처분취소,대법원,대법원,세무,2021.11.25
2170,222669,시정명령등처분취소청구의소,대법원,대법원,일반행정,2021.11.25
2171,219837,신주발행무효청구,대법원,대법원,민사,2021.11.25
2172,219899,양도소득세부과처분취소,대법원,대법원,세무,2021.11.25
2173,228503,원상회복시정명령처분취소,대법원,대법원,일반행정,2021.11.25
2174,228511,재임용거부처분무효확인등,대법원,대법원,민사,2021.11.25
2175,219791,저작권법위반방조,대법원,대법원,형사,2021.11.25
2176,219801,지상권설정등기말소등기절차이행,대법원,대법원,민사,2021.11.25
2177,219867,특정경제범죄가중처벌등에관한법률위반(배임)(피고인들에 대하여 일부 인정된 죄명: 업무상배임)·업무상횡령·주택법위반,대법원,대법원,형사,2021.11.25
2178,219709,준강제추행·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영)[경찰이 「성폭력범죄의 처벌 등에 관한 특례법」위반(카메라등이용촬영)죄의 피해자가 임의제출한 피고인 소유·관리의 휴대전화 2대의 전자정보를 탐색하다가 피해자를 촬영한 휴대전화가 아닌 다른 휴대전화에서 다른 피해자 2명에 대한 동종 범행 등에 관한 1년 전 사진·동영상을 발견하고 영장 없이 이를 복제한 CD를 증거로 제출한 사안],대법원,대법원,형사,2021.11.18
2179,223425,건물명도(인도),대법원,대법원,민사,2021.11.11
2180,223415,건물인도등·부당이득금반환,대법원,대법원,민사,2021.11.11
2181,223421,구상금,대법원,대법원,민사,2021.11.11
2182,222663,구상금,대법원,대법원,민사,2021.11.11
2183,228535,대전광역시장선거무효,대법원,대법원,일반행정,2021.11.11
2184,219761,대지권지분이전등기청구의소,대법원,대법원,민사,2021.11.11
2185,222739,배당이의,대법원,대법원,민사,2021.11.11
2186,219785,부당이득금반환,대법원,대법원,민사,2021.11.11
2187,223413,사해행위취소,대법원,대법원,민사,2021.11.11
2188,228529,성폭력범죄의처벌등에관한특례법위반(13세미만미성년자강제추행),대법원,대법원,형사,2021.11.11
2189,219817,소유권이전등기,대법원,대법원,민사,2021.11.11
2190,219771,소유권이전등기,대법원,대법원,민사,2021.11.11
2191,219795,손해배상(기),대법원,대법원,민사,2021.11.11
2192,219793,손해배상(기),대법원,대법원,민사,2021.11.11
2193,219773,손해배상(기),대법원,대법원,민사,2021.11.11
2194,219843,용역비,대법원,대법원,민사,2021.11.11
2195,223429,위자료,대법원,대법원,민사,2021.11.11
2196,223427,임금,대법원,대법원,민사,2021.11.11
2197,223419,임대료등,대법원,대법원,민사,2021.11.11
2198,223417,임대차보증금,대법원,대법원,민사,2021.11.11
2199,219797,입찰참가자격제한처분취소,대법원,대법원,일반행정,2021.11.11
2200,228533,정보공개거부처분취소,대법원,대법원,일반행정,2021.11.11
2201,228531,취득세등부과처분취소,대법원,대법원,세무,2021.11.11
2202,223411,퇴직금청구의소,대법원,대법원,민사,2021.11.11
2203,223423,퇴직금청구의소,대법원,대법원,민사,2021.11.11
2204,219849,특정경제범죄가중처벌등에관한법률위반(사기)(예비적죄명:조세범처벌법위반)·사기미수·사문서위조·위조사문서행사·전자금융거래법위반·사기(예비적죄명:조세범처벌법위반)·사기방조(예비적죄명:조세범처벌법위반방조),대법원,대법원,형사,2021.11.11
2205,222659,"특정경제범죄가중처벌등에관한법률위반(사기)·[택일적죄명:특정경제범죄가중처벌등에관한법률위반(횡령),예비적죄명:특정경제범죄가중처벌등에관한법률위반(배임)]·특정경제범죄가중처벌등에관한법률위반(공갈)",대법원,대법원,형사,2021.11.11
2206,219783,회사에관한소송,대법원,대법원,민사,2021.11.11
2207,223431,채권압류및전부명령,대법원,대법원,민사,2021.11.05
2208,218461,"강간[인정된 죄명:성폭력범죄의처벌등에관한특례법위반(장애인강간),예비적 죄명:심신미약자간음]ㆍ사기",대법원,대법원,형사,2021.10.28
2209,219557,강제추행(예비적죄명:폭행),대법원,대법원,형사,2021.10.28
2210,218449,개인정보보호법위반ㆍ부정처사후수뢰ㆍ형사사법절차전자화촉진법위반ㆍ공무상비밀누설ㆍ직무유기ㆍ위계공무집행방해ㆍ무고ㆍ성매매알선등행위의처벌에관한법률위반(성매매),대법원,대법원,형사,2021.10.28
2211,223375,계약금등반환청구의소,대법원,대법원,민사,2021.10.28
2212,219555,공갈·사기·도박·특수중감금·폭행,대법원,대법원,형사,2021.10.28
2213,218439,과징금부과처분취소청구,대법원,대법원,일반행정,2021.10.28
2214,218441,구상금등청구의소,대법원,대법원,민사,2021.10.28
2215,223387,대여금,대법원,대법원,민사,2021.10.28
2216,218463,배당이의,대법원,대법원,민사,2021.10.28
2217,223385,보관금반환·창립총회결의무효확인의소,대법원,대법원,민사,2021.10.28
2218,218433,부당이득금,대법원,대법원,민사,2021.10.28
2219,218447,부당해고구제재심판정취소,대법원,대법원,일반행정,2021.10.28
